customer_id,cluster
9577,4
4560,5
35619,6
16733,4
4841,4
10146,4
3911,6
24370,6
38002,5
11068,5
12530,4
10134,6
3923,4
14581,6
23821,4
32245,5
20438,6
19702,5
504,4
1913,4
5563,5
29512,6
1192,4
23048,5
23192,5
37761,5
7525,5
31089,4
24928,4
33213,6
20580,4
17232,5
19728,6
34675,5
34833,5
31055,6
17278,5
24658,5
32546,5
37553,5
14010,5
29500,5
1124,5
30738,6
27463,5
18594,5
38434,4
20183,5
14965,6
30277,4
17797,5
15287,5
36427,6
39048,5
24079,6
31205,5
6712,5
27318,4
14936,4
36651,6
11096,6
17975,5
11145,5
37574,4
15344,6
31213,6
1031,4
14676,5
3846,5
37541,6
7542,5
11406,5
8803,5
27106,4
38678,4
26092,4
32552,5
25544,4
17762,6
4418,5
13873,4
36296,5
332,5
4901,6
20838,5
25817,5
36810,4
17989,5
5373,6
28664,6
36150,5
9911,5
13659,5
12928,6
12946,5
31680,5
8251,5
25905,5
23156,5
15089,6
3887,5
8239,5
11727,5
15871,6
14020,6
22998,4
34857,5
24697,5
25067,5
34083,5
35170,5
24528,4
21705,6
28693,4
18876,4
9289,6
10197,5
31614,5
4076,6
34049,4
39237,6
32914,6
12585,5
31683,6
13530,6
36212,5
38172,6
36833,6
33913,6
38313,5
23619,4
13892,6
22239,5
10087,5
16763,5
33707,5
17679,5
20410,4
34548,6
13025,4
16366,6
11329,5
17469,6
12673,5
4078,5
10925,6
15282,6
21299,5
9738,4
38032,4
26009,5
1469,6
1337,5
16144,5
17334,5
24638,6
16190,6
36145,4
26908,4
15398,4
26699,6
3808,5
37483,4
16418,5
17113,4
28435,5
22294,6
19982,5
5130,5
30016,5
10930,5
1077,4
8780,6
21907,5
36870,5
18476,6
23035,4
9063,5
13309,5
31025,6
36063,6
34951,5
16326,4
31906,5
6031,5
26233,5
25013,5
26836,5
16158,4
18549,5
22612,4
11507,5
4626,5
28764,5
3301,5
4843,6
11728,6
18452,4
13881,5
12762,4
19841,6
22871,5
6100,5
25974,5
1656,5
10125,4
7765,4
1252,6
15041,4
17483,6
2194,4
35139,4
25892,4
7906,6
33045,5
3564,4
38675,6
31334,5
20629,6
20390,6
38204,5
31772,5
22350,4
36019,6
7710,4
33736,5
28393,5
1822,6
39495,6
7548,5
15471,6
7038,5
18283,5
13340,5
17127,4
36188,5
26798,6
26589,6
2026,5
32973,5
34286,5
11852,5
35103,5
24032,4
20149,6
5862,5
33181,6
17129,5
8660,6
24808,5
34169,4
6210,6
11945,5
6129,4
36695,4
8673,5
31821,4
7229,5
16639,5
34101,4
17115,6
26095,5
5401,5
34289,6
27022,6
35764,5
1952,4
25227,6
39149,6
9106,5
18232,6
1522,5
9322,6
17922,6
5713,5
27841,4
5080,5
3960,4
21465,6
8445,6
36017,6
6504,6
7632,6
28629,5
18773,5
29556,5
1330,4
1707,4
5345,5
20573,5
34165,4
16561,4
36244,6
29075,6
12802,5
37247,5
37736,6
954,5
24109,5
28624,6
27576,6
5304,5
9259,4
20198,6
15478,5
1321,6
24939,5
16901,6
4300,5
433,5
28232,4
9603,4
8571,5
10657,6
13290,5
36849,5
24421,5
7444,5
6004,6
8069,6
32138,6
12389,5
2745,5
12070,6
39473,5
23412,5
6259,5
20077,6
5131,6
12383,4
24334,5
21469,6
32686,5
13704,6
8910,5
493,6
18944,5
5216,5
25754,5
17621,6
13064,5
12288,6
21655,5
33677,5
9542,6
36298,6
24329,6
2091,5
22831,5
24058,5
20414,5
1162,5
39142,5
32388,6
474,4
34260,5
4979,4
34535,5
28438,5
23232,6
9315,5
7275,6
25457,5
637,5
15325,6
31398,5
12308,4
34940,4
31311,6
33361,4
5941,5
30223,6
26888,6
3036,6
31851,6
27716,6
20726,5
15526,6
26247,6
37863,6
28636,5
13261,5
22712,5
26578,6
27410,4
8104,5
35507,6
7893,5
36700,5
3537,5
37699,4
2956,5
37188,4
17618,4
35177,5
38874,4
11836,6
36408,4
2786,5
14896,6
21111,6
6222,4
28657,5
26338,5
22038,4
4330,5
11526,6
32939,5
30585,5
20046,6
25370,5
7063,6
32850,4
15692,6
25270,4
16352,6
4583,4
11767,4
13807,5
4120,4
7035,6
15838,5
36251,6
19828,6
34892,5
24877,5
30727,5
16991,6
28885,5
21969,5
32509,5
34764,5
25925,6
1193,6
4919,5
14164,6
36323,6
3089,5
2796,6
19011,6
13652,6
28818,5
13813,5
38380,5
2919,6
33555,4
37,5
36762,6
3609,5
35672,5
12083,6
7210,5
3074,4
22950,5
29366,5
24924,6
4981,4
34300,6
1936,5
15803,5
2249,5
7383,5
11221,4
6499,5
36622,6
20335,5
28260,4
38525,5
24095,4
20006,5
32841,6
11555,4
9770,4
18339,6
33128,6
17758,6
26995,5
38292,5
20627,6
37411,4
8810,6
9518,6
34868,6
13613,5
5754,5
22909,4
12667,5
35346,6
14196,6
24549,5
29559,4
16988,5
8662,5
441,5
35219,6
29296,5
670,5
33690,4
22243,5
701,6
23242,5
26413,4
21030,5
8429,5
10792,4
28008,5
32269,5
33799,5
28820,4
26484,5
25850,5
99,4
36081,5
19327,5
14479,6
11758,5
15172,5
23686,4
32931,5
18540,6
1010,5
9584,6
28152,6
7621,6
23178,6
2457,5
39062,4
840,4
38998,6
22739,5
37561,5
34145,4
20942,6
26946,4
39135,6
438,5
22576,5
1234,6
33432,4
3394,6
36215,5
25344,4
1911,5
21822,6
1125,5
36725,5
861,5
37053,5
38680,5
1784,5
8863,5
21068,6
35906,6
7206,6
17209,5
1650,6
9653,4
33187,6
7999,6
24627,5
25459,6
21618,5
19655,4
21296,4
15213,4
683,4
10603,5
24708,5
14870,5
7769,5
34103,6
18001,6
15913,5
9714,4
12949,6
13155,4
33774,5
28856,5
35810,5
15336,6
321,5
5578,5
2163,5
13166,6
26214,5
5632,5
10935,4
16861,5
9779,5
32646,5
33927,6
29985,4
38238,4
34282,4
9878,5
35887,5
35711,5
35708,6
13551,5
24932,5
431,4
30806,6
18833,6
4510,5
30120,5
17825,5
27990,4
17798,5
18056,5
22642,5
25503,5
14172,6
24882,5
26913,5
7894,5
31890,5
34335,4
37003,5
37232,5
11170,5
37109,5
4936,6
37060,4
5979,5
33415,5
24599,5
39621,6
13017,6
11433,5
30161,5
24460,6
5722,5
10746,5
3495,5
34235,6
4601,5
37559,5
935,5
14615,5
10553,6
26481,4
37256,5
28529,6
34232,4
3694,5
17457,5
18996,6
2003,5
25563,6
19044,4
9119,4
29280,4
26828,5
8072,5
26120,6
4204,4
17050,4
3976,6
4899,6
24428,6
7641,4
34736,5
4245,5
8626,6
11516,4
32134,6
18044,5
10263,6
30419,4
9358,6
31024,4
712,5
38556,4
11544,5
30390,6
7479,5
12687,5
2847,5
119,6
14281,5
36018,5
27134,5
24818,5
35700,5
27112,5
27469,5
5159,4
8043,6
6665,6
6356,5
28762,5
25534,6
10765,5
26334,6
13924,4
710,5
3732,5
35569,6
5372,5
4088,5
38182,6
35427,5
13572,4
31020,5
38993,5
26015,4
9908,5
37677,4
27157,6
7900,5
10766,5
27509,5
31814,4
31429,5
8756,5
11786,5
26379,5
1335,5
6807,6
1014,6
17351,5
9080,4
25331,5
23360,5
22401,5
33029,5
23904,5
4101,6
24256,5
3401,4
38097,6
1634,5
16032,5
35581,5
3500,5
31359,6
23213,6
26380,4
37851,6
38275,5
31464,5
5526,5
2706,5
21384,5
31838,5
1812,6
19376,6
10839,5
20127,6
11190,6
39405,6
4158,5
36331,4
25778,4
7342,5
16287,4
7787,5
33790,5
6315,6
17600,4
7629,5
32511,5
17635,4
15002,4
14121,5
20771,6
14810,6
35694,5
8703,5
5716,5
34885,4
31034,6
25335,6
11568,6
24746,5
19388,5
12576,4
17542,5
19133,5
37036,4
22850,4
11469,6
502,5
30713,4
37322,6
39937,5
7988,4
27855,4
29465,6
1870,5
11882,6
29198,5
16935,5
7620,4
23226,5
24685,4
36686,4
29774,5
8188,5
24893,5
34515,6
1362,5
14115,5
29868,5
5241,5
21006,6
30496,5
32090,6
38638,6
3241,4
34784,6
20108,5
26257,4
39958,5
21701,5
15350,5
10008,6
24838,5
29168,5
16081,5
11729,4
29589,4
10187,4
4646,5
26546,5
18625,5
18733,4
37404,4
39166,5
30554,4
22300,5
7504,6
21578,6
1459,6
14134,5
39478,4
974,4
30377,5
23893,5
33560,5
16131,5
34108,4
25689,6
9476,5
32866,4
26143,6
15308,5
28496,6
20947,5
6369,6
11446,5
38961,5
38837,5
22620,4
13407,4
16452,6
21309,6
30811,6
35602,5
19543,5
15975,5
17945,6
2045,6
34813,4
6999,4
5227,5
25521,4
14634,6
30051,6
30349,6
16294,5
13935,6
3009,6
27730,5
30504,4
5913,6
6291,5
38341,5
14249,5
14668,5
2137,5
16808,5
29523,6
36158,4
3064,5
4118,4
33219,6
7800,5
25482,4
15167,5
17302,5
18252,4
12250,6
6010,5
22782,6
32485,6
32265,5
6531,5
33784,4
26871,5
2064,4
16879,5
10697,5
15555,4
25911,5
28598,5
16670,5
30181,5
30581,5
12544,6
20957,6
31259,5
4212,5
26817,5
6156,5
12245,5
21889,5
8736,6
3902,6
3316,6
12991,5
34172,5
6461,5
8242,5
6696,5
16969,5
6027,5
16,5
21459,5
18752,5
26098,6
32225,5
18929,6
6649,4
21180,5
39224,6
37892,5
17844,5
37534,5
38810,5
8574,4
6621,5
32870,4
24833,6
39961,6
5057,5
38515,6
1056,5
13589,5
4456,6
1685,5
39023,4
746,5
17433,5
28775,4
35553,4
5655,5
18901,4
12154,4
14198,6
6792,5
10284,6
19328,6
10104,5
33724,5
35679,4
29434,5
21515,5
33725,6
34824,4
307,6
19722,4
31401,6
19437,5
22987,5
31760,5
17889,6
27312,5
8039,6
1011,5
32593,5
16552,4
18770,6
22020,6
16412,6
19409,6
29318,4
16725,5
20475,4
15877,5
20023,5
18224,6
15740,6
23866,6
15682,6
24467,5
39766,5
25841,5
8524,5
9102,5
31093,4
33533,6
20542,5
29658,5
33430,4
24973,5
37879,5
27753,6
38597,4
39401,5
39483,5
3621,5
18657,5
8291,5
27810,5
2143,4
23221,6
29067,5
16039,6
39900,5
36167,6
34199,6
37984,5
33958,6
31177,6
26503,6
25191,6
38327,5
3640,4
36182,6
35122,5
36689,5
31532,5
30362,6
32590,5
30071,6
23489,5
30345,5
29665,5
15030,4
16557,5
21150,5
28669,4
35289,6
24573,4
21311,5
19506,6
22065,6
32222,6
37380,4
3337,4
9833,5
16609,6
36039,5
39250,5
38324,6
37282,6
13317,5
12971,5
36319,5
30547,5
38177,5
33847,6
38193,6
29841,6
34320,5
2344,5
3702,6
753,5
27308,6
36126,5
33496,5
1786,5
4657,4
11680,5
20428,5
34029,4
7114,5
7237,5
14649,5
23201,5
19105,6
5437,6
16488,5
33521,4
11949,5
16832,5
33642,6
809,5
25362,5
6751,6
27476,4
27825,6
11739,5
14613,5
28954,5
1499,5
33279,5
25044,6
32455,5
34045,6
37912,5
29430,5
4946,4
4745,5
31277,5
34944,6
10332,5
269,5
19777,6
21137,6
20724,4
33454,4
8834,5
30226,5
39085,4
37694,6
38263,4
24473,6
30162,5
35065,4
4505,5
26937,5
30439,5
36669,6
39099,5
24537,6
27239,5
428,4
39624,5
36330,5
10888,5
10569,4
19502,4
14127,5
25953,6
37792,5
20696,5
35162,6
25314,4
6671,4
16662,4
28188,6
16258,5
3295,4
9378,5
33698,5
23648,5
7907,5
34167,5
17493,5
5729,5
5570,5
5024,6
21880,6
31898,4
35224,5
10199,6
19913,6
34545,4
39265,4
39243,5
7687,4
33042,6
28591,4
24991,5
34292,6
4386,6
16454,4
3963,5
12661,5
11434,5
36209,5
36069,6
27421,4
9249,5
23547,5
3274,4
14632,4
7705,6
16342,4
11705,5
25159,4
33794,5
30609,5
1730,4
38426,5
540,5
6946,6
14024,5
34187,6
34972,6
18581,4
3455,5
24373,5
39591,5
33982,6
32140,6
22976,4
27419,5
35311,5
13158,4
28749,5
16536,5
31823,6
20403,5
9568,6
19286,5
28732,4
9215,5
26537,5
17597,4
28247,5
28117,6
37932,6
38023,6
731,5
39295,5
20788,4
7919,5
4542,4
39242,5
29510,4
28937,4
14682,6
13451,5
9669,5
21917,5
17229,6
20688,5
34362,6
38370,4
7471,5
140,5
2842,4
16089,5
24190,5
39428,5
26773,5
15278,6
12233,5
3998,4
26585,6
15826,6
23825,6
18464,6
38409,6
27850,5
38770,5
12606,4
33531,5
29968,6
21730,5
15046,5
15183,6
18862,4
37063,6
23356,4
14436,6
2141,6
19880,4
12622,5
18204,4
35152,6
19729,6
2321,5
9441,5
34800,5
29004,6
16760,4
28711,6
8628,6
2265,6
23186,5
6138,4
23128,6
27420,6
9494,5
24338,5
3364,4
32758,5
5552,5
29045,5
29780,4
4268,5
11338,6
6201,4
39792,5
4304,5
22843,4
28022,4
37525,6
1177,6
30841,6
35315,5
35480,6
8473,4
35353,6
2676,4
30783,5
38251,4
27912,4
26648,5
25184,4
9014,4
27631,6
18721,5
24155,4
17843,5
10484,6
16071,5
1926,5
23104,5
37221,5
1374,4
12626,5
24669,5
16824,5
37445,4
9026,5
353,4
25931,5
15056,6
17047,4
36073,4
39497,6
29274,5
17423,5
3760,5
36322,6
15098,4
36730,6
12056,6
22067,4
28250,5
22134,5
13653,5
12594,6
6344,6
39347,6
8005,4
31030,5
20532,5
8241,5
32921,4
4007,5
39290,5
20657,4
13657,4
15773,5
22509,4
38772,5
38873,5
22550,6
28024,6
15298,6
14587,4
30311,4
28280,6
5451,5
1727,4
7606,4
32801,5
31046,5
29502,5
24106,6
32517,4
21399,5
8050,5
3161,5
29725,6
34711,6
37992,5
8674,6
31739,6
20220,4
29505,4
28809,5
39711,5
22678,6
35826,5
34051,6
26279,6
21438,5
8621,5
30527,4
10485,6
20499,4
5784,6
14871,4
24670,6
2776,5
27611,6
10921,4
33186,6
7989,5
18546,4
30103,4
26944,5
29259,6
16623,6
2398,5
37822,6
31350,6
35339,5
5400,5
37473,5
22444,4
24539,5
38994,5
33820,4
28724,4
33510,5
16492,4
1161,4
17536,4
14057,6
19872,5
33822,5
3390,5
37431,5
19697,6
17260,6
6582,4
14461,6
1387,5
33189,5
32887,4
30654,5
22596,5
19847,6
29331,4
11411,5
35533,6
7344,5
19747,6
7304,5
15042,5
22319,6
519,6
32266,4
17437,6
13245,6
2170,5
35962,5
34027,5
30374,6
2833,6
15926,5
6853,4
19812,6
38083,5
37756,5
1720,6
9178,6
5981,5
36141,5
18683,5
37286,6
18936,5
37965,5
26757,4
14162,4
5688,5
998,5
37978,6
15110,6
37880,4
27873,6
37846,4
38657,4
34729,6
14449,6
25833,5
1460,5
29586,6
31236,5
3988,5
36269,6
29095,5
16411,6
30074,5
20780,5
28878,4
13822,6
13082,5
19557,5
12583,6
37542,6
29444,5
28924,4
20144,5
24529,6
24849,5
1519,5
20526,4
30936,6
7204,5
10638,5
37829,6
30243,4
30144,4
12613,6
27628,6
18880,4
10755,5
14041,6
10654,5
31504,4
22795,6
18613,5
36228,4
23458,6
35244,4
23349,6
324,6
